Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Unnamed_Column_11
386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2022,06/01/2022,35.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2022,06/01/2022,10.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2021,06/01/2021,22.1,
386,Ozone (O3),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2020,06/01/2020,30.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Summer 2022,06/01/2022,6.9,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2021-22,12/01/2021,21.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Annual Average 2022,01/01/2022,5.6,
827068,386,Ozone (O3),Mean,ppb,UHF34,301,Washington Heights,Summer 2022,06/01/2022,29.9
386,Ozone (O3),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2022,06/01/2022,31.5,
386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2022,06/01/2022,31.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2021-22,12/01/2021,20.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2021,06/01/2021,19.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Annual Average 2022,01/01/2022,6.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Annual Average 2021,01/01/2021,8.4,
386,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2022,06/01/2022,31.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Winter 2021-22,12/01/2021,7.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2021-22,12/01/2021,23.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2020,06/01/2020,10.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2021,06/01/2021,9.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Summer 2022,06/01/2022,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Summer 2020,06/01/2020,7.4,
386,Ozone (O3),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2022,06/01/2022,33.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2020,06/01/2020,14.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2020,06/01/2020,6.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Summer 2022,06/01/2022,5.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2020,06/01/2020,10.2,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2022,01/01/2022,18.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2021-22,12/01/2021,19,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2021,06/01/2021,14.4,
386,Ozone (O3),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2021,06/01/2021,29.6,
386,Ozone (O3),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2022,06/01/2022,32.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2021,01/01/2021,19,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Summer 2021,06/01/2021,8.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2020-21,12/01/2020,20.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2021-22,12/01/2021,7.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2020-21,12/01/2020,19.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2020,06/01/2020,8.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Annual Average 2022,01/01/2022,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Summer 2020,06/01/2020,7.2,
386,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2020,06/01/2020,28.5,
386,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2022,06/01/2022,32.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2022,06/01/2022,5.8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2021,06/01/2021,13,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Annual Average 2022,01/01/2022,5.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2022,01/01/2022,17.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Summer 2021,06/01/2021,8.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2021-22,12/01/2021,22.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Summer 2020,06/01/2020,6.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2021,01/01/2021,8.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2021,01/01/2021,14.9,
386,Ozone (O3),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2021,06/01/2021,30.6,
386,Ozone (O3),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2021,06/01/2021,29.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2020,01/01/2020,18.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2021,06/01/2021,7.8,
386,Ozone (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2021,06/01/2021,30.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Annual Average 2020,01/01/2020,14.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Winter 2020-21,12/01/2020,23.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2020-21,12/01/2020,6.6,
386,Ozone (O3),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2021,06/01/2021,28.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2021,06/01/2021,7.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2021,01/01/2021,17.1,
386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2020,06/01/2020,31.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2022,06/01/2022,8.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Winter 2021-22,12/01/2021,8.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2022,01/01/2022,6.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2020-21,12/01/2020,7.9,
386,Ozone (O3),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2020,06/01/2020,29.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Winter 2020-21,12/01/2020,6.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2022,06/01/2022,10.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2021,01/01/2021,6.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Summer 2021,06/01/2021,8.3,
386,Ozone (O3),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2022,06/01/2022,33.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2020,01/01/2020,6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Summer 2022,06/01/2022,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2021,01/01/2021,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Winter 2020-21,12/01/2020,22.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2022,06/01/2022,6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Winter 2021-22,12/01/2021,23.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2022,01/01/2022,17.4,
825882,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Summer 2022,06/01/2022,10.5
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2021-22,12/01/2021,20.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2021,06/01/2021,8.5,
386,Ozone (O3),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2022,06/01/2022,34.9,
386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2020,06/01/2020,29.7,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2021,01/01/2021,16.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2020,06/01/2020,8.9,
386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2020,06/01/2020,30.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Annual Average 2022,01/01/2022,6.3,
825870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2022,06/01/2022,18.5
375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Winter 2020-21,12/01/2020,22.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Summer 2022,06/01/2022,8.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Winter 2020-21,12/01/2020,6.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2021,06/01/2021,10.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2021-22,12/01/2021,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2021,01/01/2021,16.6,
386,Ozone (O3),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2021,06/01/2021,29.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2021,01/01/2021,18.2,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2021,06/01/2021,10.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Winter 2020-21,12/01/2020,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Winter 2020-21,12/01/2020,6.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2021,01/01/2021,6.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2020,06/01/2020,13.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2021,01/01/2021,19.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Summer 2021,06/01/2021,4.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2021,01/01/2021,16.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Winter 2020-21,12/01/2020,7.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2021,01/01/2021,11.3,
386,Ozone (O3),Mean,ppb,UHF34,205,Sunset Park,Summer 2020,06/01/2020,28.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2022,06/01/2022,7.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Winter 2021-22,12/01/2021,6.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2020,06/01/2020,7,
825808,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2022,06/01/2022,10.7
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2020,06/01/2020,7.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Summer 2020,06/01/2020,6.3,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2020-21,12/01/2020,20.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2021,01/01/2021,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2021,01/01/2021,18.1,
386,Ozone (O3),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2020,06/01/2020,29,
827075,386,Ozone (O3),Mean,ppb,UHF34,205,Sunset Park,Summer 2022,06/01/2022,33.7
386,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2022,06/01/2022,34.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Winter 2021-22,12/01/2021,16.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Summer 2022,06/01/2022,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Annual Average 2022,01/01/2022,6,
386,Ozone (O3),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2021,06/01/2021,28.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2021,06/01/2021,8.3,
386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2021,06/01/2021,31.2,
386,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2022,06/01/2022,31.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Winter 2021-22,12/01/2021,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Summer 2021,06/01/2021,7.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2020,06/01/2020,11.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2022,01/01/2022,11.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Annual Average 2020,01/01/2020,10.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2021-22,12/01/2021,21.3,
386,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2021,06/01/2021,27.9,
386,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),Summer 2020,06/01/2020,30.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Winter 2020-21,12/01/2020,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2021,06/01/2021,12.3,
386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2022,06/01/2022,29.6,
386,Ozone (O3),Mean,ppb,UHF34,407,Southwest Queens,Summer 2022,06/01/2022,35.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2022,06/01/2022,16.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Annual Average 2022,01/01/2022,6.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2021,06/01/2021,13.1,
386,Ozone (O3),Mean,ppb,UHF42,407,Southwest Queens,Summer 2022,06/01/2022,35.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Winter 2021-22,12/01/2021,21.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Annual Average 2021,01/01/2021,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Summer 2020,06/01/2020,8.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2022,01/01/2022,5.4,
386,Ozone (O3),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2021,06/01/2021,31.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2020-21,12/01/2020,20.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Winter 2021-22,12/01/2021,6.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Annual Average 2021,01/01/2021,6.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Annual Average 2021,01/01/2021,6.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Annual Average 2021,01/01/2021,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2021,06/01/2021,16.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2020-21,12/01/2020,23.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2021,01/01/2021,18.6,
386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2020,06/01/2020,29.2,
386,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2022,06/01/2022,30,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2020-21,12/01/2020,19.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Winter 2020-21,12/01/2020,6.8,
386,Ozone (O3),Mean,ppb,Borough,5,Staten Island,Summer 2021,06/01/2021,29.5,
386,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2020,06/01/2020,32.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Summer 2022,06/01/2022,6.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Winter 2021-22,12/01/2021,7.2,
386,Ozone (O3),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2020,06/01/2020,30.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2021,06/01/2021,10.2,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2020,06/01/2020,11.4,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2022,01/01/2022,20.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Annual Average 2022,01/01/2022,5.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Winter 2021-22,12/01/2021,21.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Winter 2020-21,12/01/2020,6.8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2020,06/01/2020,14.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Annual Average 2022,01/01/2022,10.4,
827060,386,Ozone (O3),Mean,ppb,UHF34,407,Southwest Queens,Summer 2022,06/01/2022,35.2
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Summer 2022,06/01/2022,7.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2020-21,12/01/2020,6.4,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2022,01/01/2022,16.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2022,06/01/2022,11.5,
823534,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Summer 2022,06/01/2022,6.8
375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2021,06/01/2021,11.6,
386,Ozone (O3),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2021,06/01/2021,30.3,
386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2022,06/01/2022,33.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Annual Average 2021,01/01/2021,22.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Summer 2022,06/01/2022,7.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2022,01/01/2022,14.8,
386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2020,06/01/2020,29.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2021-22,12/01/2021,19.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Annual Average 2020,01/01/2020,7.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Annual Average 2022,01/01/2022,15.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Winter 2021-22,12/01/2021,7.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2022,01/01/2022,15.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Annual Average 2022,01/01/2022,5.8,
386,Ozone (O3),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2021,06/01/2021,28.9,
386,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2022,06/01/2022,32.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Annual Average 2022,01/01/2022,6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2022,06/01/2022,13.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Summer 2021,06/01/2021,8.5,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2021,01/01/2021,16.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Annual Average 2022,01/01/2022,5.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2022,01/01/2022,11.4,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2021,06/01/2021,8.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2021,06/01/2021,8.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Summer 2020,06/01/2020,6.6,
386,Ozone (O3),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2020,06/01/2020,31.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Summer 2021,06/01/2021,9.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2020-21,12/01/2020,6.8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2020-21,12/01/2020,18,
827064,386,Ozone (O3),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2022,06/01/2022,32.9
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Annual Average 2022,01/01/2022,5.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Annual Average 2021,01/01/2021,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2022,01/01/2022,5.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2021,01/01/2021,6.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2022,01/01/2022,14.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Annual Average 2022,01/01/2022,15,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Summer 2021,06/01/2021,8,
386,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2020,06/01/2020,27.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2022,06/01/2022,15.3,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2022,01/01/2022,15.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2021-22,12/01/2021,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2022,06/01/2022,6.5,
386,Ozone (O3),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2021,06/01/2021,30.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2022,06/01/2022,16.6,
386,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2020,06/01/2020,29.7,
