ID,SegmentID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,Unnamed_Column_24,Unnamed_Column_25
02/18/2012,94,73,48,44,39,46,35,44,77,70,70,118,96,130,163,115,173,165,172,201,156,193,152,165
01/13/2012,19,12,11,12,7,8,18,81,56,65,62,38,59,65,26,0,0,0,0,0,0,0,0,0
01/26/2012,60,40,30,27,23,42,107,150,197,130,153,162,158,183,203,265,256,313,242,172,132,161,128,115
02/19/2012,214,156,109,76,78,69,70,94,129,154,0,0,,,,,,,,,,,,
02/02/2012,67,49,47,31,40,38,78,205,288,317,267,297,241,256,238,272,269,260,252,232,191,156,130,124
02/03/2012,101,63,52,40,52,107,196,245,350,320,296,321,331,349,367,389,396,408,413,348,295,303,236,183
02/16/2012,77,59,37,40,94,312,683,864,773,568,540,539,537,518,491,568,557,562,529,435,375,338,265,208
02/03/2012,8,4,9,15,37,105,60,52,60,61,80,96,95,96,94,124,72,72,54,62,41,43,24,18
01/21/2012,33,39,19,22,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2012,47,15,16,13,11,30,156,237,255,174,162,185,205,182,258,273,219,232,171,138,111,80,66,64
01/30/2012,120,89,63,49,70,119,257,462,487,389,416,482,465,487,522,555,569,536,526,525,400,360,278,222
02/14/2012,24,13,7,5,23,32,42,143,167,118,141,127,171,154,175,226,240,329,274,224,160,126,95,61
01/30/2012,176,113,86,95,94,143,266,502,577,485,455,479,473,485,512,455,534,520,487,385,351,327,258,192
01/24/2012,38,28,23,19,24,64,141,158,194,122,124,149,145,181,178,217,231,287,260,134,100,73,87,76
02/17/2012,120,61,56,40,58,103,246,453,602,457,454,391,411,395,421,410,479,415,408,353,325,221,203,169
02/07/2012,91,67,35,31,31,50,144,300,390,234,227,185,207,210,258,304,294,303,327,268,218,143,149,124
01/20/2012,388,152,97,159,286,890,"1,628","1,877",904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/02/2012,92,41,41,41,34,47,105,192,238,243,232,253,237,264,441,377,277,260,261,228,163,143,119,84
02/18/2012,55,46,48,32,71,93,122,166,127,186,197,216,206,239,276,286,235,237,230,187,177,187,97,85
01/27/2012,159,101,92,94,131,224,417,556,507,498,231,0,0,0,0,0,0,0,0,0,0,0,0,0
01/19/2012,30,16,17,5,8,21,37,108,193,158,131,120,130,137,150,195,222,219,206,172,138,83,88,60
02/12/2012,184,116,88,66,62,61,43,87,150,190,276,136,,,,,,,,,,,,
01/20/2012,84,52,43,31,43,57,101,153,195,193,42,0,0,0,0,0,0,0,0,0,0,0,0,0
01/13/2012,80,26,28,22,20,45,109,212,248,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/31/2012,77,36,38,36,50,111,465,971,530,332,299,301,287,378,369,366,403,475,365,271,190,184,156,119
02/14/2012,142,82,66,34,63,137,417,"1,131","1,229","1,045",883,889,968,897,"1,211","1,197","1,016","1,029",889,770,559,446,354,208
01/31/2012,37,25,19,14,17,37,104,211,229,125,107,116,132,144,179,192,209,221,180,139,100,111,73,69
02/23/2012,199,110,87,86,105,250,566,814,781,725,671,710,863,766,870,892,"1,000","1,020","1,008",796,662,502,423,317
01/14/2012,112,98,79,58,42,30,86,117,139,190,278,327,359,379,362,425,227,0,0,0,0,0,0,0
01/12/2012,45,24,23,13,19,25,75,211,283,177,166,162,181,197,310,329,335,335,209,183,160,131,83,53
02/02/2012,23,17,13,9,8,13,38,139,225,82,96,87,97,101,143,159,208,170,135,87,90,60,42,33
02/15/2012,25,15,9,6,10,13,46,135,154,105,58,68,83,85,120,131,145,134,104,81,66,55,47,36
01/11/2012,58,39,28,40,53,100,201,150,224,202,224,212,238,133,264,255,218,224,192,146,147,99,103,79
01/09/2012,16,18,5,8,7,19,19,77,189,78,80,95,106,126,146,208,152,133,109,73,80,51,35,22
02/15/2012,363,221,156,93,118,214,434,960,"1,086","1,097",867,811,833,864,862,978,"1,076","1,082",984,906,766,606,496,383
02/03/2012,183,113,78,72,68,149,274,485,514,480,425,385,,,,,,,,,,,,
01/25/2012,34,19,23,13,25,78,143,340,333,195,196,312,350,270,296,201,248,250,200,188,146,103,96,63
58,15047,CLOVE RD,NECKAR AVE,WESER AVE,NB,01/12/2012,59,38,24,15,38,89,189,332,365,287,275,248,277,300,342,364,311,313
01/25/2012,264,206,156,100,123,146,221,264,435,555,463,552,568,610,598,752,780,938,752,638,533,444,391,287
02/02/2012,18,8,10,5,2,9,9,35,45,33,26,32,30,26,26,56,55,30,44,92,79,93,82,48
01/31/2012,37,20,17,15,41,86,138,200,209,115,120,109,124,150,148,176,137,161,147,122,101,108,92,50
01/19/2012,15,10,3,0,4,6,21,45,58,49,41,71,52,86,71,79,49,46,79,61,43,42,43,16
01/27/2012,96,55,43,29,40,52,115,158,188,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/2012,57,31,13,11,14,28,79,147,241,198,165,187,202,164,203,213,314,325,195,173,113,114,105,70
02/14/2012,312,183,168,107,111,191,460,938,"1,065","1,001",855,817,920,792,860,963,989,"1,047","1,016","1,001",848,714,559,436
02/09/2012,95,62,25,14,22,39,105,214,340,236,148,172,194,223,226,274,333,344,336,261,218,213,145,120
01/11/2012,21,13,12,7,2,17,43,131,117,58,47,70,89,84,113,127,106,150,113,104,72,53,44,22
02/08/2012,113,47,33,37,38,107,230,619,504,360,431,449,485,521,620,766,799,832,749,559,396,325,248,166
72,107956,HYLAN BLVD,NARROWS RD SO,STEUBEN ST,SB,01/14/2012,160,155,106,78,66,51,85,186,318,193,0,0,,,,,,
02/02/2012,11,8,12,26,42,67,111,80,78,83,64,56,65,96,90,106,82,96,86,72,45,30,35,20
02/17/2012,68,42,27,40,52,73,173,303,387,299,321,325,394,387,408,454,497,536,383,307,304,211,131,108
01/09/2012,52,18,13,20,20,49,111,279,315,208,207,202,223,127,205,229,239,243,211,122,113,108,84,63
01/21/2012,70,39,33,23,18,7,11,36,24,58,95,35,0,0,0,0,0,0,0,0,0,0,0,0
01/27/2012,107,75,58,50,53,80,130,296,431,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/14/2012,17,9,8,9,25,50,147,300,316,180,158,179,210,218,244,231,251,296,245,216,135,108,68,38
01/26/2012,25,14,19,22,18,22,46,71,58,80,95,112,113,107,108,111,113,127,125,132,73,60,48,39
02/12/2012,113,99,67,31,50,44,47,65,124,165,50,0,,,,,,,,,,,,
01/16/2012,60,36,32,18,28,34,68,137,193,211,238,252,270,239,286,316,329,376,303,260,207,208,212,130
01/30/2012,195,109,99,84,121,280,737,"1,527","1,314",991,943,"1,025",954,"1,016","1,147","1,049","1,017",960,842,729,599,452,373,281
02/17/2012,113,69,40,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/13/2012,58,38,28,16,27,70,140,272,322,218,222,275,277,271,359,419,427,416,353,339,55,0,0,0
01/08/2012,160,164,125,101,109,78,78,88,142,155,233,276,371,366,305,323,345,302,271,207,179,136,126,110
01/11/2012,77,37,31,27,31,74,139,186,260,248,251,201,172,260,278,247,351,369,336,276,278,231,176,159
02/08/2012,44,13,9,10,20,71,527,"1,630","1,257",627,455,365,391,369,398,539,502,573,497,362,284,217,134,71
02/15/2012,75,72,44,43,45,43,75,130,285,269,231,216,249,234,227,285,318,291,273,221,224,194,141,138
02/03/2012,52,30,16,11,18,29,76,175,157,101,114,74,108,106,38,0,0,0,0,0,0,0,0,0
01/31/2012,84,51,46,57,94,209,353,498,449,385,334,377,410,426,383,417,420,375,402,312,299,211,193,137
01/09/2012,53,39,32,27,35,105,169,280,228,242,177,235,253,221,207,210,262,227,191,155,126,99,92,81
01/20/2012,142,70,49,73,81,95,197,480,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2012,59,42,33,31,30,28,30,74,75,91,104,116,118,152,163,139,155,138,125,133,93,107,79,91
01/30/2012,409,244,139,164,244,417,880,"1,410","1,642","1,310","1,223","1,192","1,261","1,400","1,526","1,892","1,768","1,890","1,734","1,442","1,211",990,892,676
01/13/2012,79,47,34,21,42,46,97,281,415,282,284,262,291,281,334,364,330,100,0,0,0,0,0,0
01/13/2012,19,5,12,0,11,20,51,197,164,91,73,86,108,98,125,142,105,133,114,83,76,65,44,34
02/02/2012,100,62,38,47,59,92,227,370,360,335,309,299,301,327,348,367,366,370,365,296,289,221,194,142
02/15/2012,107,46,25,32,42,97,209,473,462,323,297,357,344,413,522,534,558,624,489,401,346,282,206,166
01/12/2012,141,121,80,68,94,110,198,249,276,267,257,318,321,316,351,393,373,395,319,224,237,183,143,151
02/15/2012,22,14,9,7,21,46,155,288,302,188,161,163,202,175,238,238,224,272,227,205,139,116,46,35
01/20/2012,76,38,28,15,42,32,91,156,223,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/14/2012,148,135,79,54,48,75,157,345,567,518,531,528,524,571,578,621,717,698,650,594,562,385,271,196
01/17/2012,156,100,71,55,52,96,116,377,485,454,353,361,374,325,388,421,503,455,420,282,267,197,129,170
01/14/2012,48,40,41,21,28,21,35,68,102,184,209,234,,,,,,,,,,,,
01/14/2012,85,51,37,30,26,43,65,143,166,218,263,289,277,280,299,333,244,0,0,0,0,0,0,0
02/16/2012,94,55,42,33,53,61,132,285,365,270,283,287,278,254,313,363,385,386,314,306,250,225,183,142
02/10/2012,100,51,50,25,60,175,386,563,539,449,400,423,408,482,606,553,573,586,543,520,398,369,270,226
1,15540,BEACH STREET,UNION PLACE,VAN DUZER STREET,NB,01/09/2012,20,10,11,14,13,20,34,66,100,52,68,85,85,94,104,105,147,120
01/20/2012,5,19,8,10,1,3,30,63,58,48,63,49,56,41,87,74,61,63,66,55,36,51,46,48
02/10/2012,210,118,83,53,71,108,255,641,851,634,547,162,0,0,0,0,0,0,0,0,0,0,0,0
02/07/2012,72,36,23,17,30,59,126,339,390,256,220,217,178,224,207,273,301,282,305,276,180,134,128,114
02/08/2012,182,130,61,59,52,75,216,440,581,446,389,351,407,422,470,527,536,592,677,528,462,378,348,234
01/23/2012,41,22,20,17,24,65,143,144,154,136,118,154,121,140,132,216,290,295,151,123,76,70,54,45
02/15/2012,54,33,25,35,34,69,139,297,413,297,342,383,359,361,426,460,486,487,421,331,231,157,150,113
02/03/2012,34,37,39,42,56,110,236,337,343,225,201,187,231,199,182,245,240,231,202,200,162,150,115,107
02/13/2012,14,10,4,3,8,3,4,6,11,14,18,0,,,,,,,,,,,,
02/02/2012,97,97,70,73,72,136,334,600,485,397,393,427,407,417,424,461,453,426,420,365,318,267,229,136
02/14/2012,22,16,12,5,13,12,23,78,228,323,180,117,133,114,130,109,170,154,159,139,146,116,80,61
01/14/2012,105,67,50,49,38,40,48,100,142,196,261,272,,,,,,,,,,,,
01/11/2012,53,40,24,30,31,41,96,289,373,311,306,322,322,335,387,460,502,501,371,331,249,203,157,104
01/17/2012,163,59,54,31,43,117,297,686,825,701,726,776,758,767,971,"1,203","1,261","1,244",944,750,552,469,328,246
01/21/2012,1,2,3,0,2,1,0,9,16,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01/27/2012,52,39,24,20,35,27,95,191,244,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2012,150,107,79,81,87,120,239,416,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/19/2012,119,74,48,45,32,91,199,283,354,276,201,218,222,269,328,399,370,417,425,335,309,293,200,170
01/20/2012,1,7,2,1,1,2,10,16,26,29,27,60,61,61,82,99,109,73,53,33,29,158,3,0
01/13/2012,84,69,49,46,66,244,549,572,571,508,333,392,,,,,,,,,,,,
01/09/2012,198,123,73,45,76,86,193,390,545,506,477,439,466,489,484,574,770,756,622,499,456,340,300,272
01/31/2012,80,49,38,38,47,106,179,541,659,445,401,391,405,447,489,552,619,571,496,412,301,266,222,157
02/09/2012,83,40,36,21,44,61,160,450,653,486,452,411,408,437,469,600,609,643,611,520,377,268,223,147
01/26/2012,294,227,161,158,159,123,174,314,387,442,559,564,603,609,684,683,770,836,744,649,500,408,391,293
01/10/2012,30,20,10,10,11,32,80,232,263,178,197,196,200,227,293,313,366,346,229,235,158,123,68,62
01/25/2012,46,24,37,22,16,36,88,123,140,194,112,127,157,172,193,193,223,202,251,156,112,89,91,56
01/18/2012,20,15,10,12,20,31,91,244,169,127,77,78,90,93,149,128,101,92,83,83,84,59,45,40
01/24/2012,36,28,19,15,40,137,197,303,340,214,178,144,145,158,198,231,171,193,162,139,122,77,58,55
02/10/2012,76,45,39,29,50,64,175,344,356,336,377,277,325,328,351,370,361,443,408,383,323,259,187,193
02/02/2012,113,70,55,62,65,89,172,363,438,374,350,322,344,396,420,411,460,447,391,353,302,273,208,193
01/26/2012,47,33,12,12,28,119,185,151,230,186,162,148,147,147,169,233,255,266,182,142,105,81,51,61
01/20/2012,50,26,32,19,8,8,18,70,204,548,319,133,124,140,168,353,197,191,199,212,129,105,125,99
01/13/2012,237,146,110,69,89,106,202,383,533,511,466,439,515,567,518,636,666,120,0,0,0,0,0,0
01/09/2012,83,50,33,29,55,105,258,504,562,412,408,394,425,435,584,655,642,638,485,369,267,240,190,156
01/10/2012,19,18,18,20,40,67,86,151,291,178,155,118,141,150,126,207,155,188,168,135,104,85,54,42
02/14/2012,64,41,33,10,20,44,71,117,175,180,160,169,203,185,215,355,401,361,292,248,212,160,128,98
02/01/2012,117,71,59,53,60,91,220,307,306,337,315,427,513,493,567,652,760,820,688,481,385,298,218,144
64,15047,CLOVE RD,NECKAR AVE,WESER AVE,SB,01/12/2012,56,35,37,21,21,66,134,409,425,311,279,272,309,310,384,400,433,376
01/18/2012,156,88,50,39,46,126,287,682,877,759,737,750,869,796,963,"1,181","1,184","1,187","1,013",814,631,482,415,243
02/02/2012,171,96,72,71,68,123,278,433,483,410,407,445,441,435,481,464,519,449,496,509,441,367,293,239
01/17/2012,37,18,7,3,5,29,81,378,439,228,253,279,292,334,450,403,395,354,277,231,193,192,132,65
01/21/2012,9,6,6,2,3,4,26,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/31/2012,45,24,18,10,16,35,75,179,161,119,98,85,104,106,131,174,139,183,133,120,91,81,66,49
01/13/2012,27,16,13,6,8,13,52,133,93,39,51,63,78,91,110,130,127,114,201,126,69,35,0,0
02/22/2012,190,115,83,89,88,185,344,622,679,647,713,730,746,814,835,922,"1,059","1,140","1,031",815,654,517,380,301
02/14/2012,119,73,36,34,45,86,234,480,519,440,376,408,394,438,469,520,495,532,447,457,337,326,280,179
01/10/2012,115,93,65,60,71,137,178,229,284,273,299,328,312,326,348,409,389,394,292,266,177,169,160,133
02/15/2012,47,34,29,21,15,42,60,119,121,151,225,131,266,240,179,168,193,193,185,173,140,83,95,73
01/11/2012,91,41,45,40,92,294,408,572,640,542,452,438,460,468,530,572,483,507,472,423,306,244,188,118
01/24/2012,547,328,212,169,197,210,261,471,589,525,675,766,831,832,965,"1,208","1,176","1,249","1,018",871,671,712,600,582
02/15/2012,70,32,14,11,11,22,65,115,233,135,105,114,120,119,191,169,164,166,146,118,104,93,68,45
01/08/2012,26,35,22,11,17,10,30,33,73,74,98,113,116,108,116,126,113,123,84,74,61,53,36,25
01/10/2012,102,97,74,46,52,84,137,241,298,277,200,208,240,237,250,276,248,216,225,185,202,183,134,175
01/29/2012,78,65,46,42,45,33,35,46,39,86,140,180,162,199,225,212,217,197,170,133,129,99,94,46
02/16/2012,32,11,18,12,11,33,125,267,403,219,164,191,180,154,201,231,266,249,184,179,164,89,82,46
01/27/2012,21,24,20,23,20,25,52,73,91,83,112,114,122,112,119,118,107,140,165,108,92,62,68,68
02/09/2012,94,51,37,31,24,53,185,492,636,395,313,304,329,378,424,484,529,492,501,416,297,231,173,144
01/13/2012,64,27,19,16,24,65,139,372,387,224,5,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2012,169,128,87,54,81,81,129,227,253,288,302,315,314,324,277,331,330,287,368,320,320,255,216,169
02/07/2012,67,48,25,14,21,31,93,239,339,206,158,160,168,199,258,351,426,402,381,309,250,213,178,112
02/09/2012,44,26,19,17,12,51,143,256,299,231,233,220,235,221,202,245,239,238,233,240,224,141,109,72
01/13/2012,57,39,32,30,39,99,181,249,187,150,168,170,188,214,240,279,318,242,195,174,159,153,124,113
02/07/2012,82,47,25,27,32,62,159,459,673,486,402,405,434,425,482,609,607,622,544,440,349,243,227,147
02/08/2012,101,69,32,36,80,191,395,725,753,446,356,348,390,413,475,498,502,487,436,408,309,256,222,191
01/09/2012,59,17,13,21,17,41,85,221,256,199,111,169,174,211,191,302,413,311,258,148,106,104,82,85
01/19/2012,42,27,23,7,21,41,157,276,273,165,188,213,236,241,280,293,231,278,194,145,133,95,92,59
01/12/2012,26,25,22,4,22,52,107,334,240,139,117,157,185,191,282,275,251,252,274,243,187,142,91,82
53,15741,BAY ST,CLINTON ST,BALTIC ST,SB,01/13/2012,99,69,53,38,50,124,237,486,547,413,466,535,558,565,580,580,590,614
02/01/2012,110,82,69,50,51,106,207,382,488,416,423,423,485,428,445,626,458,598,475,426,376,327,229,173
01/19/2012,16,26,17,8,7,10,25,72,68,53,42,68,76,60,86,80,100,103,112,96,72,78,31,30
59,15047,CLOVE RD,NECKAR AVE,WESER AVE,NB,01/13/2012,65,33,19,27,39,94,209,341,350,275,255,291,282,301,335,374,304,340
02/02/2012,33,24,23,8,15,18,35,84,84,63,46,47,55,66,70,78,88,92,87,87,76,80,72,52
02/16/2012,4,2,6,3,8,27,90,64,67,65,52,65,59,102,78,55,40,64,51,32,31,13,13,14
01/31/2012,278,191,135,156,408,877,"1,733","2,239","2,093","1,741","1,511","1,403","1,415","1,481","1,419","1,481","1,500","1,580","1,397","1,081",972,874,777,575
01/27/2012,152,95,91,104,143,303,538,656,706,592,131,0,0,0,0,0,0,0,0,0,0,0,0,0
20,12809,LITTLE CLOVE ROAD,NORTHERN BOULEVARD,BRISTOL AVENUE,WB,01/10/2012,21,10,9,3,2,18,33,179,183,138,141,177,163,177,296,452,335,289
02/05/2012,36,47,35,20,11,0,0,0,0,0,0,0,,,,,,,,,,,,
01/24/2012,262,160,141,113,90,123,188,298,427,417,528,551,584,595,576,690,728,852,736,637,477,390,343,301
02/01/2012,51,53,35,22,24,42,93,186,255,252,238,251,241,250,240,214,286,296,279,199,173,148,109,85
02/14/2012,24,5,4,9,7,12,54,124,180,91,86,70,91,84,105,142,153,137,124,89,57,55,46,27
01/19/2012,4,4,3,3,4,2,8,13,17,21,18,20,16,11,18,13,16,16,25,14,6,8,10,6
01/13/2012,86,57,32,22,35,51,119,258,364,244,59,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/2012,66,52,37,33,32,167,131,269,228,242,209,226,218,208,268,255,223,226,230,175,137,148,124,87
01/10/2012,70,37,48,15,31,39,102,303,373,265,283,288,334,343,426,446,481,404,341,301,259,181,117,91
02/11/2012,161,101,72,52,54,49,100,146,245,323,452,456,470,396,459,430,396,430,467,387,357,285,218,210
02/15/2012,40,35,24,18,23,21,65,201,221,257,210,203,219,220,213,252,258,226,199,221,181,118,95,74
01/19/2012,200,92,53,51,52,69,136,426,539,566,320,423,414,437,376,412,554,531,417,373,367,234,182,198
01/29/2012,182,139,84,95,87,102,100,120,184,259,336,402,450,444,424,374,398,284,369,284,281,238,192,198
01/26/2012,93,66,72,88,97,175,209,271,346,318,313,261,391,359,351,336,349,413,275,216,169,166,150,128
01/19/2012,85,59,31,13,39,69,142,234,378,336,187,235,271,284,308,395,394,419,373,293,231,204,173,140
01/26/2012,26,11,17,8,12,28,77,201,220,123,156,167,159,176,250,285,248,221,237,198,146,132,72,50
02/17/2012,80,39,45,33,57,92,174,331,341,295,348,417,390,430,362,521,521,445,305,0,0,0,0,0
01/09/2012,87,53,39,26,48,96,213,429,577,532,543,675,677,729,816,920,978,"1,041",897,625,423,321,237,149
01/26/2012,73,32,27,21,27,42,96,230,280,160,159,194,206,187,269,306,311,378,315,266,170,138,128,98
02/24/2012,50,27,32,20,36,60,132,184,221,219,208,195,230,233,232,279,262,250,250,256,180,157,168,117
02/02/2012,44,25,12,9,14,54,71,166,204,178,142,176,181,163,167,191,185,178,151,127,137,109,79,61
01/12/2012,248,137,80,67,58,100,195,347,538,505,380,398,425,421,508,574,716,724,710,520,449,369,341,318
01/20/2012,36,20,21,21,18,42,157,281,266,228,249,265,253,283,316,312,252,235,238,169,123,108,91,72
02/14/2012,109,59,50,31,45,125,317,772,767,645,666,677,748,737,850,936,904,890,827,688,480,339,256,193
02/18/2012,144,109,75,64,76,73,109,181,240,350,341,395,439,413,394,428,423,431,377,407,362,320,274,290
02/05/2012,80,47,26,19,0,0,0,0,0,0,0,0,,,,,,,,,,,,
02/09/2012,112,94,51,39,77,179,585,"1,492","1,483",902,669,596,652,699,739,753,745,876,792,683,474,392,309,244
01/24/2012,540,318,236,170,191,259,437,700,830,879,930,959,"1,089","1,032","1,214","1,508","1,648","1,493","1,495","1,062",794,585,650,579
01/09/2012,117,79,54,42,62,76,149,235,233,255,212,193,291,293,312,324,343,345,290,284,192,180,164,157
02/15/2012,26,20,15,5,8,24,43,196,157,107,110,109,144,118,170,220,204,328,282,210,177,145,99,54
02/07/2012,84,48,35,33,74,200,368,728,725,462,384,348,344,393,515,476,486,443,447,381,319,264,239,183
01/31/2012,53,28,32,19,28,9,26,72,70,66,62,93,62,65,68,74,93,97,90,72,55,74,70,52
02/02/2012,138,70,43,41,58,80,152,298,442,294,302,307,353,344,381,501,509,547,418,359,268,260,227,173
01/11/2012,34,29,17,18,22,39,107,194,233,176,170,176,210,199,280,350,333,325,232,183,138,111,90,53
02/14/2012,71,32,26,20,38,67,138,309,395,399,398,508,461,536,666,714,666,719,661,589,371,278,144,98
01/14/2012,241,156,105,70,63,142,233,380,503,654,723,795,,,,,,,,,,,,
02/01/2012,58,43,24,19,28,60,125,310,204,221,207,210,254,251,309,406,420,462,297,250,172,166,124,102
02/14/2012,53,34,22,13,25,52,161,353,340,192,246,256,271,341,436,535,689,762,494,336,212,145,115,99
15,12809,LITTLE CLOVE ROAD,NORTHERN BOULEVARD,BRISTOL AVENUE,EB,01/11/2012,16,11,3,6,12,24,118,519,348,165,143,150,156,173,296,242,206,220
02/16/2012,305,236,155,113,111,197,424,949,"1,036",997,914,850,878,859,892,917,"1,003","1,066","1,056",954,833,700,589,469
01/13/2012,107,63,43,27,41,83,194,345,526,421,438,489,523,524,609,688,670,673,573,479,336,271,221,196
02/15/2012,21,14,4,14,10,24,91,230,212,128,128,150,190,197,206,262,239,213,156,96,98,68,72,44
01/27/2012,35,30,17,13,24,44,96,237,249,166,138,163,163,138,238,217,236,210,219,170,186,162,129,99
02/08/2012,717,419,238,187,224,339,839,"1,399","2,422","1,761","1,473","1,377","1,980","1,905","2,137","3,307","3,621","3,391","3,021","2,131","1,589","1,301","1,214",949
02/03/2012,5,14,15,24,48,79,92,92,75,80,75,65,72,116,137,119,121,110,93,78,53,69,23,36
01/11/2012,129,89,67,42,46,107,181,505,603,443,410,358,361,425,484,566,526,565,467,416,346,314,240,215
02/01/2012,40,38,34,52,49,18,30,61,71,74,62,79,63,89,69,95,100,96,84,69,67,71,40,48
01/18/2012,8,6,9,2,5,26,78,159,570,289,358,194,254,217,182,168,203,307,291,121,89,119,42,7
02/03/2012,54,49,40,36,47,48,132,234,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/27/2012,284,168,170,161,230,663,"1,227","1,324","1,298","1,166",886,0,0,0,0,0,0,0,0,0,0,0,0,0
02/17/2012,341,269,215,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/24/2012,44,21,44,13,23,28,47,101,142,148,113,175,159,176,148,215,211,216,210,134,95,146,91,65
02/14/2012,26,12,6,7,12,13,87,225,237,178,138,187,178,159,215,224,248,229,180,176,99,64,66,38
01/19/2012,87,74,36,21,41,67,171,924,524,343,401,448,494,586,807,812,776,864,740,611,441,271,216,167
02/19/2012,"1,143",974,794,673,690,758,517,527,449,483,582,337,,,,,,,,,,,,
01/22/2012,82,51,46,31,15,24,22,43,130,117,101,29,,,,,,,,,,,,
01/20/2012,105,64,46,29,44,156,503,"1,121",961,602,525,491,500,471,771,814,612,544,520,430,385,303,267,220
01/10/2012,114,74,44,38,63,130,454,"1,022","1,013",618,583,629,731,737,840,872,877,821,752,602,495,399,258,183
02/04/2012,15,9,9,18,24,25,40,54,69,94,110,85,99,85,90,87,69,80,66,51,48,41,29,30
01/13/2012,82,47,22,19,54,102,277,547,618,421,422,435,491,450,550,630,604,516,463,417,335,280,241,214
01/10/2012,56,26,20,12,14,46,131,294,195,138,192,183,164,188,222,256,232,234,186,144,105,109,97,70
02/10/2012,119,81,58,50,46,158,377,929,"1,002",709,531,76,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2012,108,52,20,19,22,36,68,217,270,175,173,178,185,204,225,322,371,372,313,203,203,162,119,119
01/25/2012,33,12,13,19,27,33,88,214,200,147,130,155,172,167,178,237,216,233,182,157,122,89,75,41
51,15741,BAY ST,CLINTON ST,BALTIC ST,SB,01/11/2012,83,50,40,33,51,92,248,439,545,444,450,486,534,545,562,614,590,613
02/08/2012,136,86,47,41,66,198,605,"1,495","1,428",854,645,579,685,642,705,770,748,850,814,658,399,358,271,225
01/24/2012,128,58,55,36,68,153,331,536,483,374,363,358,350,374,426,498,489,508,462,403,297,276,204,140
02/08/2012,85,60,40,38,76,154,387,981,"1,028",646,484,486,528,468,506,528,541,552,524,495,310,245,212,166
02/14/2012,37,26,19,6,19,64,225,752,779,435,434,452,466,537,721,"1,036",998,"1,041",788,591,351,261,176,119
01/11/2012,12,5,3,3,11,11,38,189,172,83,57,73,87,85,101,137,122,119,116,74,65,41,40,28
01/26/2012,199,106,64,32,51,92,139,394,427,347,334,415,514,499,593,507,541,611,357,370,306,200,147,130
02/17/2012,38,18,9,8,6,18,48,119,204,104,101,117,153,99,0,0,0,0,0,0,0,0,0,0
01/25/2012,71,36,33,25,21,47,102,159,163,142,138,140,161,218,193,249,231,280,214,183,162,151,113,94
01/30/2012,71,56,42,28,58,60,231,454,473,323,284,324,,,,,,,,,,,,
02/08/2012,104,62,36,24,46,49,140,325,369,317,275,245,295,314,309,361,356,365,335,294,241,208,155,133
01/30/2012,66,50,39,37,44,36,64,151,219,209,183,194,237,235,204,270,321,313,235,189,150,129,94,65
02/14/2012,94,57,46,45,34,33,52,158,260,298,228,205,195,239,256,274,273,250,260,218,243,197,160,125
01/10/2012,67,42,25,27,36,68,146,252,321,228,255,252,259,303,351,368,458,388,307,239,234,143,114,114
02/14/2012,85,51,37,16,39,87,115,268,433,285,278,350,333,347,375,425,400,419,366,339,254,226,176,140
01/17/2012,2,2,4,4,4,3,11,21,35,23,22,20,27,18,19,22,23,19,13,17,13,19,7,4
02/01/2012,164,124,92,100,124,278,761,"1,521","1,468","1,082",976,"1,002","1,007","1,003","1,045","1,076",999,"1,042",895,796,669,513,378,282
01/27/2012,612,448,288,216,196,231,296,474,560,529,321,0,0,0,0,0,0,0,0,0,0,0,0,0
01/29/2012,44,43,43,38,45,26,32,31,40,63,70,79,96,109,109,124,109,103,95,63,73,51,38,41
02/03/2012,147,113,90,85,100,124,272,570,853,964,802,753,839,866,960,498,0,0,0,0,0,0,0,0
01/27/2012,184,103,121,105,149,270,447,648,662,592,520,627,643,709,755,822,864,849,805,673,532,431,351,382
